,id,tweet,tweet_cleaned,ypred
546,1482169478435721218t,2. World Map Vaccination Rates https://t.co/4B3MBZQgFi,2  world map vaccination rates ,primary
547,1414226800553594881t,@SenTedCruz Sounds like you’re advocating for a Vaccine Passport?, sentedcruz sounds like you are advocating for a vaccine passport ,third-party
548,1468847965057941507t,to you big foreheaded bitches i heard if you get double vaxxed your forehead gets smaller,to you big foreheaded bitches i heard if you get double vaxxed your forehead gets smaller,non-reporting
549,1395368313912504321t,@JohnBrokens @BenMarten call it whatever you want - there is no emergency for college students and they shouldnt be blackmailed into taking a new vaccine they dont need, johnbrokens  benmarten call it whatever you want   there is no emergency for college students and they should not be blackmailed into taking a new vaccine they do not need,third-party
550,1437495265439666179t,"@ConceptualJames Just to understand: are you questioning whether the vaccine reduces infection rates 
or
 that the danger of infecting others doesn’t supersede the right not to get vaccinated?", conceptualjames just to understand  are you questioning whether the vaccine reduces infection rates   or   that the danger of infecting others does not supersede the right not to get vaccinated ,third-party
551,1460769936486240256t,@BetteMidler And they are hysterical about tracking devices in the vaccine while never letting go of their cell phones., bettemidler and they are hysterical about tracking devices in the vaccine while never letting go of their cell phones ,non-reporting
552,1404545615443415040t,Disney World to let vaxxed visitors take off masks https://t.co/X9DV7IitcF   #BankingAndFinanceNews #COVID19 #Online #Banking #Bank #Business #Services #Finance #Home #Money #Loan #Lease #Lending #Markets Please Retweet,disney world to let vaxxed visitors take off masks     bankingandfinancenews  covid19  online  banking  bank  business  services  finance  home  money  loan  lease  lending  markets please retweet,primary
553,1480600090662346754t,"Pfizer says Omicron vaccine is ready for production in March - #castiel,_switzerland #landquart_district #switzerland #calfreisen #valzeina #grisons #trimmis #pfizer #zizers #march #says https://t.co/AorYbvHr93",pfizer says omicron vaccine is ready for production in march    castiel  switzerland  landquart district  switzerland  calfreisen  valzeina  grisons  trimmis  pfizer  zizers  march  says ,primary
554,1430655147655434252t,"@mcclure111 I wouldn't say anti-vaxers were an ENTIRELY unknown group. Remember the girl who could only walk backwards after she got vaccinated back in the late 2000s, and how quickly that was revealed to be a hoax?", mcclure111 i would not say anti vaxers were an entirely unknown group  remember the girl who could only walk backwards after she got vaccinated back in the late 2000s  and how quickly that was revealed to be a hoax ,primary
555,1398528384272060419t,"New available appointments detected!
Provider: Walgreens
Location:
Walgreens Austin
9801 Manchaca Rd
Austin

Number of Appt Slots: 78
Registration link: https://t.co/s0EiBrXnJI

[29-05-2021 01:35:24]",new available appointments detected   provider  walgreens  location   walgreens austin  9801 manchaca rd  austin    number of appt slots  78  registration link       29 05 2021 01 35 24 ,primary
556,1434969632440569864t,"What does this say about the ""warp speed"" vaccine development program? LOL, Fauci takes Americans for idiots.  Public schools have been working hard to churn the idiots out, so i guess his assumption isn't too off the mark.
https://t.co/GAcorbZ6i5",what does this say about the  warp speed  vaccine development program  lol  fauci takes americans for idiots   public schools have been working hard to churn the idiots out  so i guess his assumption is not too off the mark   ,third-party
557,1476229021050486788t,"#Israel: An Israeli hospital has started a study on the effectiveness of giving a fourth dose of the #COVID vaccine. Sheba Hospital said that as part of the study, 6,000 people including 150 medical staff will receive a fourth dose. https://t.co/hNnS561ZFW", israel  an israeli hospital has started a study on the effectiveness of giving a fourth dose of the  covid vaccine  sheba hospital said that as part of the study  6 000 people including 150 medical staff will receive a fourth dose  ,primary
558,1470186945183723524t,Brazilian judge orders vaccination certificate for foreign visitors | tidings https://t.co/zcGtQ6oqYq,brazilian judge orders vaccination certificate for foreign visitors   tidings ,primary
559,1436092791621292045t,A bunch of idiots in the #/DoNotComply hashtag complaining about it's their choice not to take a vaccine. The amounts of incomprehensible stupidity I have seen in that hashtag been incredible.,a bunch of idiots in the   donotcomply hashtag complaining about it is their choice not to take a vaccine  the amounts of incomprehensible stupidity i have seen in that hashtag been incredible ,non-reporting
560,1496350042202206216t,"#COVID19 Tracker
Infection rate clocks in at 2.95% as #Pakistan records 1,232 new cases in last 24hrs out of 41,744 screenings. 3,154 recoveries &amp; 43 deaths were reported in a single day. Total active cases count stood at 64,262.

@OfficialNcoc 

#NCOC #GetVaccinated #StaySafe https://t.co/T0O9t1VDRe", covid19 tracker  infection rate clocks in at 2 95  as  pakistan records 1 232 new cases in last 24hrs out of 41 744 screenings  3 154 recoveries  amp  43 deaths were reported in a single day  total active cases count stood at 64 262      officialncoc      ncoc  getvaccinated  staysafe ,non-reporting
561,1439539841935372288t,Charting a way through this with minimal harm is an unenviably difficult balancing act. Anyone who suggests otherwise minimises critical complexities. One thing was certainly clear today - the sooner people are vaccinated the sooner the good stuff happens. 💉✅ https://t.co/bktQljg4qH,charting a way through this with minimal harm is an unenviably difficult balancing act  anyone who suggests otherwise minimises critical complexities  one thing was certainly clear today   the sooner people are vaccinated the sooner the good stuff happens   syringe  check mark button  ,non-reporting
562,1468078059672813571t,@Joe_Emilio_ South Africa President Cyril Ramaphosa refuses to impose any vaccine mandates. https://t.co/cGxYHZLw3y, joe emilio  south africa president cyril ramaphosa refuses to impose any vaccine mandates  ,primary
563,1460007911497912325t,What death threats @annikasmethurst ?  You are so biased! What about the forced vaccination and grab for  totalitarian power by Dan Andrews?,what death threats  annikasmethurst    you are so biased  what about the forced vaccination and grab for  totalitarian power by dan andrews ,primary
564,1444201294269452292t,"""In Portugal, There Is Virtually No One Left to Vaccinate"" by BY MARC SANTORA AND RAPHAEL MINDER via NYT New York Times https://t.co/w9cGTIx7TX", in portugal  there is virtually no one left to vaccinate  by by marc santora and raphael minder via nyt new york times ,primary
565,1492874242488213506t,"@ccowboy723 And this movement will upset the entire country and drive gas prices up, food prices up etc. For what? News? Over a Vaccine? Live your life the best way you can. Feed your children and families. People get over yourselves.", ccowboy723 and this movement will upset the entire country and drive gas prices up  food prices up etc  for what  news  over a vaccine  live your life the best way you can  feed your children and families  people get over yourselves ,third-party
566,1412324361202143248t,Being vaccinated at work is an excellent idea. https://t.co/IXsl6mKSdq,being vaccinated at work is an excellent idea  ,non-reporting
567,1437801855732502531t,"@davenewworld_2 Selfish people who are not really serving the public except to possibly serve them a disease! Children are at risk, people with immune issues who cannot be vaccinated are at risk, and they who are out there in the public can easily be passing this on. We need to get herd immunity", davenewworld 2 selfish people who are not really serving the public except to possibly serve them a disease  children are at risk  people with immune issues who cannot be vaccinated are at risk  and they who are out there in the public can easily be passing this on  we need to get herd immunity,non-reporting
568,1463623438271016960t,"@MrPink677829361 @HellenicRambo @StilesGillian I think it helps suppress the virus. Not to mention, if it wasn't mandated less people would get vaccinated, more people would get sick and overun hospitals. It's not mandated for the individuals safety. But for the community and health care system on a whole.", mrpink677829361  hellenicrambo  stilesgillian i think it helps suppress the virus  not to mention  if it was not mandated less people would get vaccinated  more people would get sick and overun hospitals  it is not mandated for the individuals safety  but for the community and health care system on a whole ,non-reporting
569,1425915524270198785t,"The research from @UHNTransplant shows that two vaccine doses isn't enough to protect people who have had organ transplants. @UHN 

https://t.co/MJ7rdg3yjT",the research from  uhntransplant shows that two vaccine doses is not enough to protect people who have had organ transplants   uhn     ,primary
570,1419284964655443976t,@skydavidblevins Have lunch booked for next week at Conors Lounge in Castle Leslie. A lovely lady from there rang me yesterday to check we were vaccinated and asked me to bring my Vaccine card and ID! Happy to do so. 🙂, skydavidblevins have lunch booked for next week at conors lounge in castle leslie  a lovely lady from there rang me yesterday to check we were vaccinated and asked me to bring my vaccine card and id  happy to do so   slightly smiling face ,non-reporting
571,1415500532161163266t,@TitusNation @seanhannity Of course he wants his audience to live.  Without them his ratings drop.  And don't forget he was vaccinated a while back.  His kids go to a private school that require them to be vaccinated.  What a Hypocrite!, titusnation  seanhannity of course he wants his audience to live   without them his ratings drop   and do not forget he was vaccinated a while back   his kids go to a private school that require them to be vaccinated   what a hypocrite ,non-reporting
572,1429474524983005184t,I can’t help but wonder if the vaccine passports that may be announced tomorrow are because Bonnie realized it would be easier to get away with her maskless good times if she could say “well we know everyone there was vaccinated”,i cannot help but wonder if the vaccine passports that may be announced tomorrow are because bonnie realized it would be easier to get away with her maskless good times if she could say  well we know everyone there was vaccinated ,primary
573,1413517001243365383t,"@iampetmutton Even though vaccinated, still wear mines when I am out. My husband and kids no longer do since being vaccinated. I am just overly cautious. I still make them wash hands when leaving stores, restaurants, or hanging out with friends.", iampetmutton even though vaccinated  still wear mines when i am out  my husband and kids no longer do since being vaccinated  i am just overly cautious  i still make them wash hands when leaving stores  restaurants  or hanging out with friends ,non-reporting
574,1472043058179067909t,BREAKING: 27 Business Groups File Appeal Taking Vaccine Mandate Fight To Supreme Court | The Daily Wire https://t.co/7GdNaoZrzp,breaking  27 business groups file appeal taking vaccine mandate fight to supreme court   the daily wire ,primary
575,1477119491330953218t,"@DonaldWelsh16 @KrisEriksen77 On #PEI we had 742 positive cases of Covid in the last 7 days. More than 1/2 since the pandemic began. 95.4% have been given the vaccine and 18000 have received the booster.
It is the pandemic of the 'vaccinated' and they are still blaming the unvaxxed. #evil
 
END THE VAX PASS.", donaldwelsh16  kriseriksen77 on  pei we had 742 positive cases of covid in the last 7 days  more than 1 2 since the pandemic began  95 4  have been given the vaccine and 18000 have received the booster   it is the pandemic of the  vaccinated  and they are still blaming the unvaxxed   evil     end the vax pass ,third-party
576,1517973144744521729t,"Severe Hepatitis in children now: is this due to Pfizer mRNA vaccine (Moderna's)? The FOIA Japanese biodistribution data showed us liver was second to injection site, ahead of in adrenals and ovaries https://t.co/5TGFpbG3dB",severe hepatitis in children now  is this due to pfizer mrna vaccine  moderna s   the foia japanese biodistribution data showed us liver was second to injection site  ahead of in adrenals and ovaries ,third-party
577,1443849010020769818t,COVID 19 Vaccine side effects reveals its hidden truth again humanity https://t.co/2jNhZvOh1I via @YouTube,covid 19 vaccine side effects reveals its hidden truth again humanity  via  youtube,primary
578,1445435016713052161t,"@nasty_canasta Honest question from a very much pro-vaccine of all kinds person: have you had a chat directly with a doctor about the vaccine? I’m asking because I hear people when they talk about choice or lack thereof, but often a chat about the facts and blocking out the noise changes minds.", nasty canasta honest question from a very much pro vaccine of all kinds person  have you had a chat directly with a doctor about the vaccine  i am asking because i hear people when they talk about choice or lack thereof  but often a chat about the facts and blocking out the noise changes minds ,non-reporting
579,1431672722950692871t,Federal courts in Maryland to require full COVID vaccination for entry https://t.co/bKpggX5mGA,federal courts in maryland to require full covid vaccination for entry ,primary
580,1403737272256663555t,"@nath_ngatey @DCSonitpur @NhmSonitpur They took their 1st dose of Covaxin on 29th april and their next dose was due on 10 june,2021.
I came across your Mobile Van vaccine facility in Sonitpur district which travels to areas and helps people who are unable to go to the centre", nath ngatey  dcsonitpur  nhmsonitpur they took their 1st dose of covaxin on 29th april and their next dose was due on 10 june 2021   i came across your mobile van vaccine facility in sonitpur district which travels to areas and helps people who are unable to go to the centre,non-reporting
581,1475059203668512771t,@Geniusguy10 @Gerard39delaney @Kenneth74311577 I read a study that actually said the vaccinated have a 60 percent higher rate of getting covid. Neither myself or my other unvaccinated friends have had covid., geniusguy10  gerard39delaney  kenneth74311577 i read a study that actually said the vaccinated have a 60 percent higher rate of getting covid  neither myself or my other unvaccinated friends have had covid ,third-party
582,1406859221195362309t,AIIMS Director have said that 3rd wave of covid is inevitable and will hit the country soon. We all know that India is facing shortage of Vaccine. So we request @OfficialIGNOU to go for Open Book Examination instead of offline mode. @EduMinOfIndia  #IGNOU_Student_Want_OBE_Exam,aiims director have said that 3rd wave of covid is inevitable and will hit the country soon  we all know that india is facing shortage of vaccine  so we request  officialignou to go for open book examination instead of offline mode   eduminofindia   ignou student want obe exam,primary
583,1474010622593540101t,"@PeoplesOracle @silverluneastro My household contracted Covid again, fully vaxxed but partner got it from work 🥲", peoplesoracle  silverluneastro my household contracted covid again  fully vaxxed but partner got it from work  smiling face with tear ,non-reporting
584,1473021251698319361t,@Daphneauckland @henrycooke Open now with zero restriction if you have a negative test or are fully vaccinated in Australia 14 days in MIQ for travelling domestically to WA and 14 days in QLD for home iso and this was been going on since July and if you are unvaccinated travelling to SA cannot enter., daphneauckland  henrycooke open now with zero restriction if you have a negative test or are fully vaccinated in australia 14 days in miq for travelling domestically to wa and 14 days in qld for home iso and this was been going on since july and if you are unvaccinated travelling to sa cannot enter ,non-reporting
585,1436135537220493317t,@Niggemeyer1 @ABC Where have you been for the last 1.5 years?  Everyone has been having to choose between their health and their ability to feed their children.  At least if they are vaccinated they won’t have to orphan their children., niggemeyer1  abc where have you been for the last 1 5 years   everyone has been having to choose between their health and their ability to feed their children   at least if they are vaccinated they will not have to orphan their children ,non-reporting
586,1433184190879645700t,@nationalpost They will not take a vaccine but they are willing to take a horse dewormer med. Just got to shake my head for this one, nationalpost they will not take a vaccine but they are willing to take a horse dewormer med  just got to shake my head for this one,non-reporting
587,1475652916128239618t,@B4B2020 I had chicken pox as a kid and got the shingles vaccine a few months ago., b4b2020 i had chicken pox as a kid and got the shingles vaccine a few months ago ,non-reporting
588,1412674855049347072t,that’s so sad when you think you’re careful af and wear your mask everywhere and you see people not wearing it not getting the vaccine and doesn’t care.. and it’s not about our vacation… but  the 4th wave in europe https://t.co/kCcMFWueRV,that is so sad when you think you are careful af and wear your mask everywhere and you see people not wearing it not getting the vaccine and does not care   and it is not about our vacation  but  the 4th wave in europe ,non-reporting
589,1428405182749097989t,"Moderna Is About to Begin Trials for HIV Vaccine Based on COVID-19 Research
 https://t.co/488cDJy1wc",moderna is about to begin trials for hiv vaccine based on covid 19 research   ,primary
590,1505626048200773632t,"The future of some key Covid restrictions will be announced this week.

https://t.co/eUw0dmyGWa",the future of some key covid restrictions will be announced this week     ,primary
591,1473234849272152068t,"@piersmorgan Piers, I’m going to ask you this question as it appears you know the answer to all of the worlds problems. Do you know if natural immunity is far superior to vaccine induced immunity?", piersmorgan piers  i am going to ask you this question as it appears you know the answer to all of the worlds problems  do you know if natural immunity is far superior to vaccine induced immunity ,third-party
592,1440996996152578060t,"@HCottawa @ScienceUpFirst @OttawaHealth @CaulfieldTim @CASC_ACCS @GovCanHealth @StanKutcher @CIHR_IRSC @CPHO_Canada @thisisourshotca I don't think so for vaccine. Noone want a vaccine that can change DNA

But DNA based Vax cld introduce accidental host genome integration.

The technology is there now, to change the DNA or sending messages w mRNA, in human. Not perfect, but highly sought by investors.", hcottawa  scienceupfirst  ottawahealth  caulfieldtim  casc accs  govcanhealth  stankutcher  cihr irsc  cpho canada  thisisourshotca i do not think so for vaccine  noone want a vaccine that can change dna    but dna based vax cld introduce accidental host genome integration     the technology is there now  to change the dna or sending messages w mrna  in human  not perfect  but highly sought by investors ,third-party
593,1409933003707408386t,"@ShawntheHueman Oh, I agree that kids face way lower risk, but it’s non-zero and almost certainly worse than any risks associated with a vaccine. Also, I just defer to the scientists when they say they have evidence that suggests it’s effective against another variant.", shawnthehueman oh  i agree that kids face way lower risk  but it is non zero and almost certainly worse than any risks associated with a vaccine  also  i just defer to the scientists when they say they have evidence that suggests it is effective against another variant ,non-reporting
594,1404792055830876165t,"@TheDarkNight090 @HugoGye Your Nan must be running at lighting speed. Big picture is our vaccine rate is one of the best in the world and best in Europe. 

Cases are averaging 7,000 - 8,000 a day. 350,000 is still 40-50 times quicker. https://t.co/swnNpJa8IS", thedarknight090  hugogye your nan must be running at lighting speed  big picture is our vaccine rate is one of the best in the world and best in europe      cases are averaging 7 000   8 000 a day  350 000 is still 40 50 times quicker  ,non-reporting
595,1422717851136262144t,"@nemesian The lockdowns won't stop mate, wake up. Have a look around the world, #vaccinated numbers mean nothing. Now #Booster shots?  It will never end.", nemesian the lockdowns will not stop mate  wake up  have a look around the world   vaccinated numbers mean nothing  now  booster shots   it will never end ,third-party
596,1504937173157621766t,@SenSanders So you think a company should spend billions to work on a vaccine then give it away for free??  You passed the bill that gave the vaccine away to other countries only to be paid for by the taxpayers., sensanders so you think a company should spend billions to work on a vaccine then give it away for free    you passed the bill that gave the vaccine away to other countries only to be paid for by the taxpayers ,primary
597,1442331505691291656t,"#KingCounty #WA Sept report “If the vaccines are so effective that they reduce deaths 42 times over, how could the #vaccinated account for such a large proportion of the deaths? The answer is actually quite simple: the overwhelming age skew of the disease”", kingcounty  wa sept report  if the vaccines are so effective that they reduce deaths 42 times over  how could the  vaccinated account for such a large proportion of the deaths  the answer is actually quite simple  the overwhelming age skew of the disease ,third-party
598,1421259340955140101t,@markemer @FloridaRepNY @DrEricDing what's interesting though is i heard from a handful of serious holdouts today after the leak that they're going to get vaxxed tomorrow.  just another example of the CDC needing to quit coddling and playing psychologist.  they sure as heck built some distrust though., markemer  floridarepny  drericding what is interesting though is i heard from a handful of serious holdouts today after the leak that they are going to get vaxxed tomorrow   just another example of the cdc needing to quit coddling and playing psychologist   they sure as heck built some distrust though ,non-reporting
599,1462483008313864192t,"@TimOBrien In four years all the anti-vaxxers  will be dead and then we all of a sudden won’t have an epidemic because vaccinated people won’t give it to each other. So in a way, Trump was right; it WILL disappear.", timobrien in four years all the anti vaxxers  will be dead and then we all of a sudden will not have an epidemic because vaccinated people will not give it to each other  so in a way  trump was right  it will disappear ,non-reporting
600,1477819146788564992t,"In another tweet, more than 60% of current hospitalizations are from fully vaccinated individuals, but still… oh well. https://t.co/e3wvK9RrXM",in another tweet  more than 60  of current hospitalizations are from fully vaccinated individuals  but still  oh well  ,non-reporting
601,1473189881627430914t,"@andypmr @RahulKohli13 Yes, it's a choice of whether or not you want to be a biohazard to everyone around you. If you're so much of a sociopath that you can't imagine doing something as simple as getting vaccinated to help prevent this endless 3 month cycle, I dont want you anywhere near a hospital.", andypmr  rahulkohli13 yes  it is a choice of whether or not you want to be a biohazard to everyone around you  if you are so much of a sociopath that you cannot imagine doing something as simple as getting vaccinated to help prevent this endless 3 month cycle  i do not want you anywhere near a hospital ,non-reporting
602,1516177480436133890t,"Am increasingly rare sign of civic responsibility from SCOTUS. Now reverse Citizens United, and ask Clarence to recuse. https://t.co/fdcPfmepMU",am increasingly rare sign of civic responsibility from scotus  now reverse citizens united  and ask clarence to recuse  ,primary
603,1472623416658341893t,@mtgreenee When you're foraging for food in the forest we can dart you with the vaccine., mtgreenee when you are foraging for food in the forest we can dart you with the vaccine ,third-party
604,1413791693258821632t,"Coronavirus latest news: July 19 does not mean life goes back to normal, warn NHS doctors - https://t.co/1kg09EqvVQ #news https://t.co/xeVZ8sPHbl",coronavirus latest news  july 19 does not mean life goes back to normal  warn nhs doctors     news ,non-reporting
605,1456642350097313802t,"@BillyB1979 @Golden_Pup Yes, new cases will be 100% of vaxxed once 100% of the population is vaxxed.", billyb1979  golden pup yes  new cases will be 100  of vaxxed once 100  of the population is vaxxed ,primary
606,1503319982284886016t,Fascinating study in @GlobalHealthBMJ looking at COVID-19 vaccine misinformation via YouTube📽️ https://t.co/5wxDCc7KQD,fascinating study in  globalhealthbmj looking at covid 19 vaccine misinformation via youtube film projector  ,primary
607,1456744365146062853t,"Aaron Rodgers says he's unvaccinated, takes ivermectin and bashes 'woke mob' https://t.co/m68exvbJzW",aaron rodgers says he is unvaccinated  takes ivermectin and bashes  woke mob  ,third-party
608,1417577845463846917t,"@benshapiro Yeah, it’s completely the fault of my under-12 kid for getting Covid when the vaccine isn’t available to that age group.", benshapiro yeah  it is completely the fault of my under 12 kid for getting covid when the vaccine is not available to that age group ,non-reporting
609,1430859797059055617t,"@FriendEden100 It’s a valid concern, but very sad cautionary story.   I hate this pandemic.  Get vaccinated.

P.S., nothing is risk free, but without vaccine it’s unbearable risks.", friendeden100 it is a valid concern  but very sad cautionary story    i hate this pandemic   get vaccinated     p s   nothing is risk free  but without vaccine it is unbearable risks ,non-reporting
610,1418482087112298501t,@gwood7575 @onlythefactssir @AmyGinTexas @beachnancygirl @MarkWalczak3 @DonaldJTrumpJr the flu vaccines change every year based on which scientists think is going to be the dominant strain. And some people die even though they've been vaxxed. But the vast majority of those getting vaxxed are protected and countless lives are saved, gwood7575  onlythefactssir  amygintexas  beachnancygirl  markwalczak3  donaldjtrumpjr the flu vaccines change every year based on which scientists think is going to be the dominant strain  and some people die even though they have been vaxxed  but the vast majority of those getting vaxxed are protected and countless lives are saved,third-party
611,1444428016872984578t,Alaska Airlines and JetBlue are joining United Airlines in requiring employees to be vaccinated.,alaska airlines and jetblue are joining united airlines in requiring employees to be vaccinated ,primary
612,1437137061375582218t,"Mmmmm…..some may have been waiting for an excuse. How do you tell someone you truly love that you are writing them off for something as insignificant as the vaccine?
🤷🤷🤷
🇺🇸🇺🇸❤️❤️🙏🏻🙏🏻
If not the vaccine, there will be/is another “issue”. https://t.co/SatfkxM2zI",mmmmm   some may have been waiting for an excuse  how do you tell someone you truly love that you are writing them off for something as insignificant as the vaccine    person shrugging  person shrugging  person shrugging     nited  tates   nited  tates  red heart  red heart  folded hands light skin tone  folded hands light skin tone   if not the vaccine  there will be is another  issue   ,non-reporting
613,1400595655043829763t,"While supporters argue the measure is about protecting freedoms, a House legislative agency said the bill is ""flawed on many accounts."" https://t.co/Z3Mfc3zVIy",while supporters argue the measure is about protecting freedoms  a house legislative agency said the bill is  flawed on many accounts   ,primary
614,1472043707855609861t,"@robert_t8787 @freethought202 @AUhasFallen Exactly…….
It’s not a real vaccine……
Some might say it’s much much closer to be called gene therapy……", robert t8787  freethought202  auhasfallen exactly     it is not a real vaccine    some might say it is much much closer to be called gene therapy  ,third-party
615,1507788911258607619t,@bumbaclot_1984 Covid pandemic has been replaced with the Ukraine invasion with Putin being the mandatory vaccination, bumbaclot 1984 covid pandemic has been replaced with the ukraine invasion with putin being the mandatory vaccination,primary
616,1396250401264001031t,"@woahanass @EveCritical @chick_in_kiev Wrong. 
Listen you can act however you want but do NOT go around saying that you are following the science when you are not. The vaccine trials were REAL WORLD trials. Not some fantasy of everyone vaccinated.", woahanass  evecritical  chick in kiev wrong    listen you can act however you want but do not go around saying that you are following the science when you are not  the vaccine trials were real world trials  not some fantasy of everyone vaccinated ,non-reporting
617,1423286733777424384t,"@RepMariaSalazar @GovRonDeSantis @RepMcCaul @RepMarkGreen @RepSpartz You should be working on helping them all get vaccinated and tell them the truth about COVID, masks, risk, and how the Florida economy is hurting because of your party’s absurd policies and behaviors. #GetVaccinatedNow #COVID19", repmariasalazar  govrondesantis  repmccaul  repmarkgreen  repspartz you should be working on helping them all get vaccinated and tell them the truth about covid  masks  risk  and how the florida economy is hurting because of your party s absurd policies and behaviors   getvaccinatednow  covid19,non-reporting
618,1437685629458997251t,"Please see letter attached about the flu nasal spray vaccination and click the link for more info:

https://t.co/7qd52RCMHZ https://t.co/VFAadokr6g",please see letter attached about the flu nasal spray vaccination and click the link for more info      ,primary
619,1420152075472809985t,"This is fuckin insane, y’all think it’s normal to knock on people’s doors to convince them to get a vaccine 

Everyone is allowed to have their own beliefs when it comes to their OWN BODY!! Everyone!!",this is fuckin insane  you all think it is normal to knock on people s doors to convince them to get a vaccine     everyone is allowed to have their own beliefs when it comes to their own body   everyone  ,third-party
620,1487500865443287044t,"@NicoTheHut No, that is a QR code saying you have received a vaccine. It says nothing about your herpes.", nicothehut no  that is a qr code saying you have received a vaccine  it says nothing about your herpes ,primary
621,1406981379011776512t,"@SkyNews Utter bollocks. If this happens there'll be riots in the streets. If 70/80% people are vaccinated by then, then there is no reason unless we've been told some absolute wappers about the vaccines.", skynews utter bollocks  if this happens there will be riots in the streets  if 70 80  people are vaccinated by then  then there is no reason unless we have been told some absolute wappers about the vaccines ,third-party
622,1474436542827573256t,the only experimental hip hop artist who's fanbase gets women is definitely lil vaccine balls https://t.co/8g5RWUbd6V,the only experimental hip hop artist who is fanbase gets women is definitely lil vaccine balls ,primary
623,1403638201403670540t,"Join the millions across the UK who have received their first dose of the COVID-19 vaccination. When invited, get your vaccine from a site near you. For more information, visit: https://t.co/P5TvTTRRRT https://t.co/GdLkBrB79s",join the millions across the uk who have received their first dose of the covid 19 vaccination  when invited  get your vaccine from a site near you  for more information  visit   ,non-reporting
624,1399700178555310081t,@RevRichardColes Are you vaccinated? I heard that it needs the vaccine to activate the receptors in your brain, revrichardcoles are you vaccinated  i heard that it needs the vaccine to activate the receptors in your brain,non-reporting
625,1424911897711812611t,"Compared to these:

DTJ loving 
Virus denying 
Vaccine fearing
Black-hearted hater
Petulant children 

I am more of an actual adult than I would’ve ever thought I was. 
You know what I mean?",compared to these     dtj loving   virus denying   vaccine fearing  black hearted hater  petulant children     i am more of an actual adult than i would have ever thought i was    you know what i mean ,non-reporting
626,1419506437072424963t,"Center: PMC P Galaxy Care Multispec (25A KARVE ROAD PUNE, Haveli, Pune, 411004)
Date: 28-07-2021
Age Limit: 45
Available Capacity: 394
Vaccine: COVISHIELD
Slots: , 09:00AM-11:00AM, 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-06:00PM",center  pmc p galaxy care multispec  25a karve road pune  haveli  pune  411004   date  28 07 2021  age limit  45  available capacity  394  vaccine  covishield  slots    09 00am 11 00am  11 00am 01 00pm  01 00pm 03 00pm  03 00pm 06 00pm,non-reporting
627,1490718566143995904t,"#COVID19 VACCINE UPDATE: Daily figures on the total number of COVID-19 booster &amp; third doses that have been given in the UK.

As of 7 February, 37,553,416  booster &amp; third vaccine doses have been given in the UK.

Visit the @UKHSA dashboard for details:

https://t.co/cQkuLQglz1 https://t.co/yCqh5gXx7A", covid19 vaccine update  daily figures on the total number of covid 19 booster  amp  third doses that have been given in the uk     as of 7 february  37 553 416  booster  amp  third vaccine doses have been given in the uk     visit the  ukhsa dashboard for details      ,primary
628,1435680082945789959t,.@MayorGinther begins today’s remarks today with a Thank You to healthcare providers and those who’ve already been vaccinated @10TV https://t.co/AeNbGjr2Lw,  mayorginther begins today s remarks today with a thank you to healthcare providers and those who have already been vaccinated  10tv ,non-reporting
629,1464950546247286788t,"@RunMattRun11 @Gretchen415 @fibsjustwork @Larry_C_Fitz @MarkLevineNYC Correct, most of those who are healthy and vaccinated took them because the MSM said so, nobody is looking at WHO website for information. The mass propaganda worked.", runmattrun11  gretchen415  fibsjustwork  larry c fitz  marklevinenyc correct  most of those who are healthy and vaccinated took them because the msm said so  nobody is looking at who website for information  the mass propaganda worked ,third-party
630,1418019955887546369t,"When the epidemic was at its worst in NYC, killing thousands, many NYPD officers refused to wear masks, signaling their contempt for the safety of the people they claim to serve and protect. The refusal of so many in the NYPD rank-and-file to get vaxxed is just more of the same. https://t.co/mW7KMVqfRJ",when the epidemic was at its worst in nyc  killing thousands  many nypd officers refused to wear masks  signaling their contempt for the safety of the people they claim to serve and protect  the refusal of so many in the nypd rank and file to get vaxxed is just more of the same  ,non-reporting
631,1438501835673939970t,@NM_Che56 @Freeyourmindkid Of course. Plus many other pathetic and idiotic reasonings. They are now taking Betadine disinfectant along with their horse deworming meds. Anything except the vaccine. https://t.co/IGbTyHoUQt, nm che56  freeyourmindkid of course  plus many other pathetic and idiotic reasonings  they are now taking betadine disinfectant along with their horse deworming meds  anything except the vaccine  ,third-party
632,1442251154516111360t,"New York City anti-vaccine mandate protesters storm mall food court: 'My body, my choice' https://t.co/m8GLlJbD0y",new york city anti vaccine mandate protesters storm mall food court   my body  my choice  ,primary
633,1495442737952342022t,"@baspraab @BauerSidonie @BoormanPatrick @Reuters We're splitting hairs a bit here aren't we? I'm not out here arguing against vaccination, far from it, go get vaccinated please. I'm just calling out a bit of the fear mongering that has taken place as a direct result of the pandemic and vax mandates", baspraab  bauersidonie  boormanpatrick  reuters we are splitting hairs a bit here are not we  i am not out here arguing against vaccination  far from it  go get vaccinated please  i am just calling out a bit of the fear mongering that has taken place as a direct result of the pandemic and vax mandates,third-party
634,1470898939909996544t,"The United States should suspend all trade and travel with any country that locks down their citizens due to vaccination status. 

Austria, Australia, Germany and others need to be cut off from the American market immediately.",the united states should suspend all trade and travel with any country that locks down their citizens due to vaccination status      austria  australia  germany and others need to be cut off from the american market immediately ,third-party
