,id,tweet,tweet_cleaned,ypred,ypred_cat,pred
247,1256712281070678016t,"@runawaygirl248 Off chemo and clinical trial 2 months before Covid. Boy, do I have those days, too. When I feel better, I realize I know how to do this. Everybody’s just wearing masks and gloves like me when I had neutropenic fever. It is 💩. Hope you can be well.", runawaygirl248 off chemo and clinical trial 2 months before covid  boy  do i have those days  too  when i feel better  i realize i know how to do this  everybody s just wearing masks and gloves like me when i had neutropenic fever  it is  pile of poo   hope you can be well ,2,2,primary
248,1292982469403312131t,"do i have a headache because of covid, exhaustion, caffeine withdrawal, the weather, or dehydration?",do i have a headache because of covid  exhaustion  caffeine withdrawal  the weather  or dehydration ,2,2,primary
249,1317227376007434241t,"Get a sore throat and a hoarse voice from screaming in the protests, not from COVID-19.",get a sore throat and a hoarse voice from screaming in the protests  not from covid 19 ,0,0,non-reporting
250,1239414907751317504t,"@rashmigautam27 You educated illiterate people should know...Now in every isolation ward in india is giving only paracetamol to patients... Because there is no medicine for corona...And the symptoms of corona is fever,cold,cough and the medicine to treat fever is paracetamol", rashmigautam27 you educated illiterate people should know   now in every isolation ward in india is giving only paracetamol to patients    because there is no medicine for corona   and the symptoms of corona is fever cold cough and the medicine to treat fever is paracetamol,0,0,non-reporting
251,1329103202273415168t,"When I was a teenager I snorted vodka through straw for a dare, it gave me red eyes and booze-tears for ages.  Not something I ever thought would be useful in adult life but turns out it really shored me up for being nicely unbothered by Covid tests.",when i was a teenager i snorted vodka through straw for a dare  it gave me red eyes and booze tears for ages   not something i ever thought would be useful in adult life but turns out it really shored me up for being nicely unbothered by covid tests ,2,2,primary
252,1288777185260601345t,@bennyjohnson @drsimonegold @RepGregSteube Covid-19 doesn't exist. Because when you have fever then that's when you will test positive for covid so please government needs to look into this matter on HcQ., bennyjohnson  drsimonegold  repgregsteube covid 19 does not exist  because when you have fever then that is when you will test positive for covid so please government needs to look into this matter on hcq ,0,0,non-reporting
253,1243274730532229120t,@MobilePunch When our politicians develop headache they will go to Germany or UK buh now we are equal infront of Covid 19, mobilepunch when our politicians develop headache they will go to germany or uk buh now we are equal infront of covid 19,0,0,non-reporting
254,1265752102359330816t,@Jason_Bergeron @Charms77 I was able to cure the displaced crystals that had come lose in my inner ear (vertigo) by following a youtube instructional video. Balance is your 6 sense. Dizziness is also listed as a symptom of COVID.   Take care of yourself., jason bergeron  charms77 i was able to cure the displaced crystals that had come lose in my inner ear  vertigo  by following a youtube instructional video  balance is your 6 sense  dizziness is also listed as a symptom of covid    take care of yourself ,2,2,primary
255,1277752357267345408t,Me before corona bc wtf how old are you for you not to be covering your mouth when you cough or sneeze,me before corona because wtf how old are you for you not to be covering your mouth when you cough or sneeze,0,0,non-reporting
256,1282732704564379648t,A reminder of the potential indicators of having COVID-19:  -fever or chills -shortness of breath or difficulty breathing -cough -fatigue -headache -nausea -muscle or body aches -congestion or runny nose -new loss of taste or smell -sore throat -diarrhea -vomiting -NO SYMPTOMS,a reminder of the potential indicators of having covid 19    fever or chills  shortness of breath or difficulty breathing  cough  fatigue  headache  nausea  muscle or body aches  congestion or runny nose  new loss of taste or smell  sore throat  diarrhea  vomiting  no symptoms,0,0,non-reporting
257,1306477771573452800t,Covid 19 symptoms are no joke..  day 2 and the headache is so annoying plus the post workout feeling ..  so tired and fatigue with no energy,covid 19 symptoms are no joke    day 2 and the headache is so annoying plus the post workout feeling     so tired and fatigue with no energy,2,2,primary
258,1241950177327382528t,"ur boi has a nice dosing of tickly throat and dry cough with a helping of *just returned from overseas*  this is livin covid a loca, baby",you are boi has a nice dosing of tickly throat and dry cough with a helping of  just returned from overseas   this is livin covid a loca  baby,2,2,primary
259,1283072987080454144t,How in Gods Name can the Orange Co Cenvention Centre be allowed to have the Nat’l AAU Jr Volleyball Championships in Orlando with COVID-19 out of control. Asymtomatic ppl won’t show a fever and without testing every person u don’t know who has it! Leading Chicks to the fox🦠🦠🦠,how in gods name can the orange co cenvention centre be allowed to have the nat l aau jr volleyball championships in orlando with covid 19 out of control  asymtomatic people will not show a fever and without testing every person you do not know who has it  leading chicks to the fox microbe  microbe  microbe ,0,0,non-reporting
260,1241724749639794689t,"@JWVerret Another COVID-19 ditty (to Happy Birthday):  Wash your ha-ands with soap, Don't be a dope, Wash your ha-ands, Wash your ha-ands, And don't touch your face.   When you cough or sneeze, Use tissues or your sleeve, Stay at ho-ome, If you ca-an, Don't spread disease.", jwverret another covid 19 ditty  to happy birthday    wash your ha ands with soap  do not be a dope  wash your ha ands  wash your ha ands  and do not touch your face    when you cough or sneeze  use tissues or your sleeve  stay at ho ome  if you ca an  do not spread disease ,0,0,non-reporting
261,1329601100354240512t,"COVID update: Mrs. Kelley tested positive on Sunday afternoon 🙁 but at least we haven’t had to isolate from each other since then. 7 days into this, I’m just kind of hanging out with a cough and 100.3 fever, not getting worse, not getting much better. Thank you for your prayers.",covid update  mrs  kelley tested positive on sunday afternoon  slightly frowning face  but at least we have not had to isolate from each other since then  7 days into this  i am just kind of hanging out with a cough and 100 3 fever  not getting worse  not getting much better  thank you for your prayers ,2,2,primary
262,1315046743092977665t,I'd very much like to know how much longer I'm gonna be having problems breathing properly. 😑 It's non covid related so I shouldn't really be complaining,i would very much like to know how much longer i am going to be having problems breathing properly   expressionless face  it is non covid related so i should not really be complaining,2,2,primary
263,1241438820706418694t,"What are the odds that the nasty cold that I had end of January was COVID? It had very unusual symptoms for a cold for me (nasty cough for 3+ days, chest congestion, body aches) when my “usual” cold is sore throat, runny nose, sinus congestion. An antibody test would be nice.",what are the odds that the nasty cold that i had end of january was covid  it had very unusual symptoms for a cold for me  nasty cough for 3+ days  chest congestion  body aches  when my  usual  cold is sore throat  runny nose  sinus congestion  an antibody test would be nice ,2,2,primary
264,1328825886150434819t,"@Homeoffree61 I'm consuming enough menthol cough drops to not cough at all. I doubt I have covid. I've never been tested, but people who've been around me have tested negative. IDK why people are ok with coughing publicly, cough drops are cheap and effective.", homeoffree61 i am consuming enough menthol cough drops to not cough at all  i doubt i have covid  i have never been tested  but people who have been around me have tested negative  i do not know why people are ok with coughing publicly  cough drops are cheap and effective ,2,2,primary
265,1264057208205127680t,"@AlastairWeston @PickardJE Have to disagree. If he had covid he should not have been driving. Fever could have made him delierious, also slow reaction times. Coughing would have been a distraction not to mention. Infecting his child as contained in a small space and then leaving him with elderly people", alastairweston  pickardje have to disagree  if he had covid he should not have been driving  fever could have made him delierious  also slow reaction times  coughing would have been a distraction not to mention  infecting his child as contained in a small space and then leaving him with elderly people,1,1,third-party
266,1255133629140754433t,@hongjoonkgs i understand how you’re feeling. my allergies give me bad headache and scratchy throat and i was freaking out. it sucks that covid symptoms are so common with other things too, hongjoonkgs i understand how you are feeling  my allergies give me bad headache and scratchy throat and i was freaking out  it sucks that covid symptoms are so common with other things too,2,2,primary
267,1238170815100829696t,I love how everyone is going out and buying TP like COVID-19 main symptom is diarrhea or like Walmart is gonna close,i love how everyone is going out and buying tp like covid 19 main symptom is diarrhea or like walmart is going to close,0,0,non-reporting
268,1272256004835680256t,MAGA folks lap up that Covid like a dog w hot vomit.,maga folks lap up that covid like a dog w hot vomit ,0,0,non-reporting
269,1276592917696692225t,"I feel like WE all had corona virus.. you ever had a cold you coughing, headache, sneezing , can’t taste or smell, weak, than YOU HAD it! Don’t be no fools.",i feel like we all had corona virus   you ever had a cold you coughing  headache  sneezing   cannot taste or smell  weak  than you had it  do not be no fools ,0,0,non-reporting
270,1309256074168545285t,covid negative but terrified to clear my smoker’s cough in public,covid negative but terrified to clear my smoker s cough in public,2,2,primary
271,1256903884997562368t,Corona Virus Symptoms are basically the same feelings you get when your wife  Is checking your phone... -Difficulty In Breathing -Sweating Profusely -Weakness -Headache -Stomach Ache And when she  asks who is ~Yvonne~ the dry cough starts...,corona virus symptoms are basically the same feelings you get when your wife  is checking your phone     difficulty in breathing  sweating profusely  weakness  headache  stomach ache and when she  asks who is  yvonne  the dry cough starts   ,0,0,non-reporting
272,1266291979844902913t,"tangina i've been having sore throat since last night &amp; fever since i woke up, mom had contact pala with COVID-positive asymptomatic ppl sa HQ nila. di naman kami maka-access ng rapid testing bye guys it's been nice knowing you",tangina i have been having sore throat since last night  amp  fever since i woke up  mom had contact pala with covid positive asymptomatic people sa hq nila  di naman kami maka access ng rapid testing bye guys it is been nice knowing you,2,2,primary
273,1296944680035328000t,"Last's nights dream consisted of me only playing with my loose teeth, apparently that means I'm going through a stressful transition period... *cough* *cough*... Corona.",last s nights dream consisted of me only playing with my loose teeth  apparently that means i am going through a stressful transition period     cough   cough     corona ,2,2,primary
274,1241380530299392000t,New study says 'high temperature and high relative humidity significantly reduce' spread of COVID-19  https://t.co/ALNV5TRvzD,new study says  high temperature and high relative humidity significantly reduce  spread of covid 19  ,0,0,non-reporting
275,1311747582473973761t,"NEW: Ontario students with runny nose, sore throat no longer need negative COVID-19 test to return to school  #ottnews    https://t.co/wVdxBnxsIG",new  ontario students with runny nose  sore throat no longer need negative covid 19 test to return to school   ottnews    ,0,0,non-reporting
276,1274822147257643009t,@StevenMcinerney I had something very similar couple of weeks ago. Took a Covid 19 test in Stoke and got a negative result. Really weird as I don’t normally suffer from hay fever., stevenmcinerney i had something very similar couple of weeks ago  took a covid 19 test in stoke and got a negative result  really weird as i do not normally suffer from hay fever ,2,2,primary
277,1250350671146053633t,"@Bandhunta_jugg If they close the liquor store a lot of alcoholics would be in the er for alcohol withdrawal which basically causes seizures, dehydration ect. Moral of the story they wanna keep all beds for Covid 19 victims.", bandhunta jugg if they close the liquor store a lot of alcoholics would be in the er for alcohol withdrawal which basically causes seizures  dehydration ect  moral of the story they want to keep all beds for covid 19 victims ,0,0,non-reporting
278,1239709138395049992t,"@Loving_Nette I’ve been meaning to ask— have you been experiencing any symptoms of fever, cough, sore throat, muscle aches, shortness of breath, do you have any concerns of having been exposed to someone with corona virus ???", loving nette i have been meaning to ask  have you been experiencing any symptoms of fever  cough  sore throat  muscle aches  shortness of breath  do you have any concerns of having been exposed to someone with corona virus    ,0,0,non-reporting
279,1241581292174508032t,Corona Fever stage rn 🙌🏻😢,corona fever stage right now  raising hands light skin tone  crying face ,0,0,non-reporting
280,1254072441372135424t,If anyone is wondering why I've been so quiet - I was rushed to A&amp;E on the non-Covid-19 side at 4 am Friday due to severe chest and abdominal pain. Tests confirmed I've got gall stones. Been discharged pending more scans and clinic follow up to discuss surgery within 2 weeks.,if anyone is wondering why i have been so quiet   i was rushed to a amp e on the non covid 19 side at 4 am friday due to severe chest and abdominal pain  tests confirmed i have got gall stones  been discharged pending more scans and clinic follow up to discuss surgery within 2 weeks ,2,2,primary
281,1254789380121612289t,@Sidhearts012 @JRubinBlogger @realDonaldTrump Oh no! You might have COVID-19! You're hallucinating due to a high fever.  Better get something for that.  https://t.co/lKmT5fNSGC, sidhearts012  jrubinblogger  realdonaldtrump oh no  you might have covid 19  you are hallucinating due to a high fever   better get something for that   ,1,1,third-party
282,1284898739216252928t,"@Roshan36993637 Had mild fever and headache, dr prescribed for covid test", roshan36993637 had mild fever and headache  dr prescribed for covid test,3,3,secondary
283,1283565513742839809t,"Coronavirus: Skin rash can be only COVID-19 symptom and should be fourth key sign, study finds  https://t.co/XFzbON5fbE",coronavirus  skin rash can be only covid 19 symptom and should be fourth key sign  study finds  ,0,0,non-reporting
284,1311903566739705857t,@dontlikeshrimpp @Jesusisalive330 @realDonaldTrump @FLOTUS Let’s see what the simpsons say actually *cough* *cough* covid is real  https://t.co/r5H4Hu5Gjb, dontlikeshrimpp  jesusisalive330  realdonaldtrump  flotus let us see what the simpsons say actually  cough   cough  covid is real  ,0,0,non-reporting
285,1311680623073869824t,@DHFWKA I am 50y/M healthy person. I tested +ve with little cough for COVID-19 on 21st August. Got treatment in Vijayapur’s pvt hospital with Remedesivir injection and all. I became -ve on 1st September with RTPCR test &amp; resumed my routine after two weeks.1/2, dhfwka i am 50y m healthy person  i tested +ve with little cough for covid 19 on 21st august  got treatment in vijayapur s pvt hospital with remedesivir injection and all  i became  ve on 1st september with rtpcr test  amp  resumed my routine after two weeks 1 2,2,2,primary
286,1240591958776692737t,corona virus be like; don’t cough.. I cough every morning 😂🤦‍♀️,corona virus be like  do not cough   i cough every morning  face with tears of joy  woman facepalming ,2,2,primary
287,1234491036593987584t,"Its still cold and flu season for most of the country so expect folks will get sick, but not every cough means you have the corona virus, so monitor your symptoms and be diligent if you have reason to think you are impacted.  But dont panic.",its still cold and flu season for most of the country so expect folks will get sick  but not every cough means you have the corona virus  so monitor your symptoms and be diligent if you have reason to think you are impacted   but do not panic ,0,0,non-reporting
288,1300729601329639424t,This is where we are in Florida thanks to the weakness &amp; incompentence of Gov. Ron DeSantis. Now only people having COVID symptoms will be tested. #DeathSantis,this is where we are in florida thanks to the weakness  amp  incompentence of gov  ron desantis  now only people having covid symptoms will be tested   deathsantis,0,0,non-reporting
289,1248672826954899456t,"Maribelle and I are getting tested for corona virus on Monday 😬 she has a weird cough + other symptoms we’re worried about, and I cough all the time + I have asthma and I’m pre diabetic (so I’m at higher risk).",maribelle and i are getting tested for corona virus on monday  grimacing face  she has a weird cough + other symptoms we are worried about  and i cough all the time + i have asthma and i am pre diabetic  so i am at higher risk  ,3,3,secondary
290,1252904451381362688t,"any person who has recently travelled from an affected state and develops symptoms of cough, fever or sore throat.   Such reports can be made to the COVID -19 Call Centre in Kaduna State on the following numbers: 08051217710 09058008251 08118588175 08118588176 09032102632",any person who has recently travelled from an affected state and develops symptoms of cough  fever or sore throat    such reports can be made to the covid  19 call centre in kaduna state on the following numbers  08051217710 09058008251 08118588175 08118588176 09032102632,0,0,non-reporting
291,1246248564399001600t,"@Alyssa_Milano People I know had about the same symptoms. Why I think it was covid-19? Because when I have the flu, I always get a high fever, a really bad cough and slight muscle pains.  When I get a normal cold I get a fever and sneeze until the wallpapers start to come off the walls.", alyssa milano people i know had about the same symptoms  why i think it was covid 19  because when i have the flu  i always get a high fever  a really bad cough and slight muscle pains   when i get a normal cold i get a fever and sneeze until the wallpapers start to come off the walls ,2,2,primary
292,1320875413405683716t,"If you pray, plz keep my momma in your prayers. She's on the last leg of her way to Switzerland. Granny has a fever, has stopped eating or drinking, and her COVID test isn't back yet, though she seems to understand that my mom is on the way.",if you pray  plz keep my momma in your prayers  she is on the last leg of her way to switzerland  granny has a fever  has stopped eating or drinking  and her covid test is not back yet  though she seems to understand that my mom is on the way ,3,3,secondary
293,1262467559225536514t,How does the coronavirus cause COVID toes or loss of smell? Here's how the immune system reacts.  https://t.co/POmWXJXou8 via @usatoday,how does the coronavirus because covid toes or loss of smell  here is how the immune system reacts    via  usatoday,0,0,non-reporting
294,1269934623628431365t,@ArvindKejriwal @aajtak @ndtv @PMOIndia Why Covid testing is done for kejriwal??? Why if he has mild fever.. He should be stand in que for 4 5 hours and get screening done then after hospital deny to do testing. Ridiculous government in India., arvindkejriwal  aajtak  ndtv  pmoindia why covid testing is done for kejriwal    why if he has mild fever   he should be stand in que for 4 5 hours and get screening done then after hospital deny to do testing  ridiculous government in india ,1,1,third-party
295,1333335637919936512t,i need to cough SO BADLY but it’s like a wheezy cough SOCEVERYONES GOING TO THINK i have corona,i need to cough so badly but it is like a wheezy cough soceveryones going to think i have corona,2,2,primary
296,1330438735847059456t,Pretty sure Covid doesn't present with a splitting headache and an absence of respiratory symptoms right 🙁,pretty sure covid does not present with a splitting headache and an absence of respiratory symptoms right  slightly frowning face ,0,0,non-reporting
297,1239023437756186625t,@MsMacrophage Silly assumption but Is it maybe just because fever suppression hides some of the covid-19 symptoms? 🤷🏻‍♀️🤔, msmacrophage silly assumption but is it maybe just because fever suppression hides some of the covid 19 symptoms   woman shrugging light skin tone  thinking face ,0,0,non-reporting
298,1266952347479048192t,@NCDCgov @FMICNigeria @Fmohnigeria @NOA_Nigeria @PTFCOVID19 @DrEOEhanire @WHONigeria Loss of smell is a major symptom for Covid 19. It is not malaria!!! Pls watch out for it and stay safe, ncdcgov  fmicnigeria  fmohnigeria  noa nigeria  ptfcovid19  dreoehanire  whonigeria loss of smell is a major symptom for covid 19  it is not malaria    pls watch out for it and stay safe,0,0,non-reporting
299,1237823728773406722t,Working with a fever and these patient are coming in saying “idk if it’s corona but I got a tickle in my throat” if you don’t get out my face,working with a fever and these patient are coming in saying  i do not know if it is corona but i got a tickle in my throat  if you do not get out my face,2,2,primary
300,1312256678914519041t,"so, I have a fever. I found out when I got to work. Obviously after talking to my manager, I left. I have no other symptoms, but a coworker tested positive and we got the news yesterday, so-  I could have covid?",so  i have a fever  i found out when i got to work  obviously after talking to my manager  i left  i have no other symptoms  but a coworker tested positive and we got the news yesterday  so   i could have covid ,2,2,primary
301,1258662417543782401t,A 47 year old production manager of a leading bio tech lab which is popular for cough syrup died after drinking a preparation he invented for Corona in Chennai. His boss also fainted after taking a couple of drops.@THChennai @chennaipolice_,a 47 year old production manager of a leading bio tech lab which is popular for cough syrup died after drinking a preparation he invented for corona in chennai  his boss also fainted after taking a couple of drops  thchennai  chennaipolice ,1,1,third-party
302,1246621258281820162t,"PSA: If you are claiming that you had COVID-19 in December because you had a persistent cough for 10-14 days, stop. You didn’t have it. You had an upper respiratory infection. You MAY have had A Coronavirus, but you did not have COVID-19.",psa  if you are claiming that you had covid 19 in december because you had a persistent cough for 10 14 days  stop  you did not have it  you had an upper respiratory infection  you may have had a coronavirus  but you did not have covid 19 ,0,0,non-reporting
303,1238904830728581122t,Bro is today even real? Like is all of this actually happening or am I having a corona virus fever dream?,bro is today even real  like is all of this actually happening or am i having a corona virus fever dream ,2,2,primary
304,1320150143232925696t,"Trouble breathing, pain or pressure on your chest, and bluish lips are emergency symptoms of COVID. When you feel this way, it's time to seek emergency care. 🏥  https://t.co/9W3FFxDJyN",trouble breathing  pain or pressure on your chest  and bluish lips are emergency symptoms of covid  when you feel this way  it is time to seek emergency care   hospital   ,0,0,non-reporting
305,1299594354957234179t,"The other big, inherited problem was the state of Indian banking. It's only gotten worse. No new ideas there. On top of that a world class bungle on GST and the whimsy of demonetization. Now COVID-19. Basically no breathing room with Modi Sarkar. And I'm only counting the basic",the other big  inherited problem was the state of indian banking  it is only gotten worse  no new ideas there  on top of that a world class bungle on gst and the whimsy of demonetization  now covid 19  basically no breathing room with modi sarkar  and i am only counting the basic,0,0,non-reporting
306,1257543480169168897t,@olliea107 @HJParkhill Police and shoppers were not amoosed? It was checked for Covid 19 because of a temperature.. But it was only Hay fever... She was a moody cow though.. They will now need to beef up security!, olliea107  hjparkhill police and shoppers were not amoosed  it was checked for covid 19 because of a temperature   but it was only hay fever    she was a moody cow though   they will now need to beef up security ,1,1,third-party
307,1241842134292074500t,"Loss of smell could be Covid-19 symptom, say French scientists  https://t.co/avtmEoxCdm Source: ""The English Post"" via Dailyhunt  Download Now  https://t.co/VPNCp8OQv5",loss of smell could be covid 19 symptom  say french scientists   source   the english post  via dailyhunt  download now  ,0,0,non-reporting
308,1328134955986264067t,"Love all the comments on this saying basically “pics or it didn’t happen”. My father-in-law, an anti-masker and who now has Covid and  is on the verge of going to hospital is tweeting election conspiracies and calling masks face diapers as he coughs up his lungs.",love all the comments on this saying basically  pics or it did not happen   my father in law  an anti masker and who now has covid and  is on the verge of going to hospital is tweeting election conspiracies and calling masks face diapers as he coughs up his lungs ,3,3,secondary
309,1316375261735276545t,@ParkerMolloy A weakness of jobs figures includes that it does not capture how many people are making less at their 'recovered' jobs. An executive forced to take a 38% pay cut is a job. A waiter making 33% of what they used to is a job. A health care worker at a high risk of COVID is a job., parkermolloy a weakness of jobs figures includes that it does not capture how many people are making less at their  recovered  jobs  an executive forced to take a 38  pay cut is a job  a waiter making 33  of what they used to is a job  a health care worker at a high risk of covid is a job ,0,0,non-reporting
310,1236151507579482113t,"@caa_nrc_best I’m ok. Had mild fever and unresolving cough for couple of weeks. Have lots of foreign tourists as my patients. As a precaution did a CT scan, found pneumonia. Surrendered myself to quarantine, just in case. Doesn’t look like Corona to me but can’t risk people around me na.", caa nrc best i am ok  had mild fever and unresolving cough for couple of weeks  have lots of foreign tourists as my patients  as a precaution did a ct scan  found pneumonia  surrendered myself to quarantine  just in case  does not look like corona to me but cannot risk people around me na ,2,2,primary
311,1238506876578549760t,"A woman over 60, Jerry Jorgenson, just finished having corona virus. She had a slight fever and felt blaugh for a few hours. Other than that, she had no other symptoms. She doesn't understand the hysteria, especially the toilet paper hoarding. 80% will only have mild symptoms.",a woman over 60  jerry jorgenson  just finished having corona virus  she had a slight fever and felt blaugh for a few hours  other than that  she had no other symptoms  she does not understand the hysteria  especially the toilet paper hoarding  80  will only have mild symptoms ,1,1,third-party
312,1307421674904510464t,anti-maskers are the same people who don’t cover their mouths when they cough or sneeze (regardless of covid),anti maskers are the same people who do not cover their mouths when they cough or sneeze  regardless of covid ,0,0,non-reporting
313,1239543116299931648t,expert reaction to reports that the French Health Minister recommended use of paracetamol for fever from COVID-19 rather than ibuprofen or cortisone | Science Media Centre  https://t.co/eqNZFfQRbJ,expert reaction to reports that the french health minister recommended use of paracetamol for fever from covid 19 rather than ibuprofen or cortisone   science media centre  ,0,0,non-reporting
314,1301905157526097921t,"@jgreazy I had a fever of 105 with it in January, It sucked no doubt.  Bullshit statistics out of my ass? Its literally on the cdc website?? So they are wrong now?? Do yourself a favor and look up the average  flu deaths per year from 1 or 2 yrs ago then take away 94% of ""covid deaths""..", jgreazy i had a fever of 105 with it in january  it sucked no doubt   bullshit statistics out of my ass  its literally on the cdc website   so they are wrong now   do yourself a favor and look up the average  flu deaths per year from 1 or 2 yrs ago then take away 94  of  covid deaths   ,2,2,primary
315,1308792349452120066t,Is anyone else finding that students are coming into school with covid symptoms because they think it’s ‘just a cough’? What advice are you giving to staff in this instance? Are you asking them to leave it or refer to first aid to make a judgement?,is anyone else finding that students are coming into school with covid symptoms because they think it is  just a cough   what advice are you giving to staff in this instance  are you asking them to leave it or refer to first aid to make a judgement ,0,0,non-reporting
316,1288856694458650626t,"@atscommunity #ATSchat  A3-d   The second phase of screening should occur upon arrival for their and should consist of questioning about exposures, fever, and symptoms consistent with COVID-19. Temp checks upon arrival are appropriate if resources permit.", atscommunity  atschat  a3 d   the second phase of screening should occur upon arrival for their and should consist of questioning about exposures  fever  and symptoms consistent with covid 19  temp checks upon arrival are appropriate if resources permit ,0,0,non-reporting
317,1262375963826032640t,"I definitely have had some form of covid, I’m sure of it. Back in Dec/January myself and the entire staff went down... one by one. Mine only lasted a few days (shout out to the meds that kept me alive as a premature baby) but the cough remained for a while.",i definitely have had some form of covid  i am sure of it  back in dec january myself and the entire staff went down    one by one  mine only lasted a few days  shout out to the meds that kept me alive as a premature baby  but the cough remained for a while ,2,2,primary
318,1328131295994646529t,"Well found out my cousin and aunt both got infected with COVID. My cousin is suffering from heavy breathing, coughing, and toothaches. My aunt is asymptomatic. Fucking hell. We're gonna have to cancel Thanksgiving since it's becoming clear that it's gonna be difficult to travel.",well found out my cousin and aunt both got infected with covid  my cousin is suffering from heavy breathing  coughing  and toothaches  my aunt is asymptomatic  fucking hell  we are going to have to cancel thanksgiving since it is becoming clear that it is going to be difficult to travel ,3,3,secondary
319,1251395591344619521t,weed cough or corona? the world may never know,weed cough or corona  the world may never know,0,0,non-reporting
320,1246472239974961159t,"@me_Bhagyashree @CNN You can't. It's hard to discern between the flu we know and covid 19. I'd say only difficulty breathing stands out, and coughs without phlegm or congestion.", me bhagyashree  cnn you cannot  it is hard to discern between the flu we know and covid 19  i would say only difficulty breathing stands out  and coughs without phlegm or congestion ,0,0,non-reporting
321,1277851030483423233t,"@CalinVegas @LeffInLaguna Leff has not been wearing a mask lately! It’s not because he is scared of the virus, we all know he is terrified of anything Corona. It is because when he puts on a mask the smell of his own breath makes him vomit.", calinvegas  leffinlaguna leff has not been wearing a mask lately  it is not because he is scared of the virus  we all know he is terrified of anything corona  it is because when he puts on a mask the smell of his own breath makes him vomit ,1,1,third-party
322,1238905056273063942t,@themikehm Thanks Mike.. Been a bugger.. High temperature caused hallucinations. Need to try and monitor and keep down. Not corona.. Just flu., themikehm thanks mike   been a bugger   high temperature caused hallucinations  need to try and monitor and keep down  not corona   just flu ,2,2,primary
323,1243860658430660609t,"@Yazan_Alkhaled If you're scanning abdomen  do the chest as well,  this is our practice here since #COVID19 outbreak.  And be safe look after yourself I have seen covid positive cases with no respiratory symptoms, just fever and diarrhoea", yazan alkhaled if you are scanning abdomen  do the chest as well   this is our practice here since  covid19 outbreak   and be safe look after yourself i have seen covid positive cases with no respiratory symptoms  just fever and diarrhoea,0,0,non-reporting
324,1243383972895150080t,Weed dude just told me he got “Corona Kush” 🙄🙄🙄 guaranteed to make u cough 🤦🏽‍♀️🤦🏽‍♀️@Royce_Camareno @MollyGiannini,weed dude just told me he got  corona kush   face with rolling eyes  face with rolling eyes  face with rolling eyes  guaranteed to make you cough  woman facepalming medium skin tone  woman facepalming medium skin tone  royce camareno  mollygiannini,0,0,non-reporting
325,1331201120421769216t,"Anyone else have COVID stress dreams? I just had a dream it was the first day back in the school building, and as the day went on I developed a runny nose and a fever... 😅",anyone else have covid stress dreams  i just had a dream it was the first day back in the school building  and as the day went on i developed a runny nose and a fever     grinning face with sweat ,2,2,primary
326,1247605606564769792t,"@TheTalkCBS had to get a test for covid-19 that turned out negative but there's still a virus going around that's causing fever, and sore throat, cough. Scary.  https://t.co/yqGpktEY2d", thetalkcbs had to get a test for covid 19 that turned out negative but there is still a virus going around that is causing fever  and sore throat  cough  scary   ,1,1,third-party
327,1317263305854078977t,The red flag symptom that seems to really indicate COVID-19 is a loss of taste or smell.   https://t.co/ezYqBjHFn9,the red flag symptom that seems to really indicate covid 19 is a loss of taste or smell    ,0,0,non-reporting
328,1240130986941300737t,Aunt thinks my headache and runny nose today could mean I'm in the early stages of the flu or covid and wants me to isolate myself from my at-risk dad. I'm scared rn but I hope the runny nose is from allergies and headache is from my tightly tied hairband 😫,aunt thinks my headache and runny nose today could mean i am in the early stages of the flu or covid and wants me to isolate myself from my at risk dad  i am scared right now but i hope the runny nose is from allergies and headache is from my tightly tied hairband  tired face ,2,2,primary
329,1308068756682240000t,"For some COVID-19 patients, the first symptom is not a cough, but a stroke  https://t.co/5OnGEwQrQx #news #feedly",for some covid 19 patients  the first symptom is not a cough  but a stroke    news  feedly,0,0,non-reporting
330,1260195735821258752t,"@AvrilLavigne yeah, imagine, if a covid symptomatic cough and theres a big fan behind him at high mode, chances of infecting his closest worker is minimum", avrillavigne yeah  imagine  if a covid symptomatic cough and there is a big fan behind him at high mode  chances of infecting his closest worker is minimum,1,1,third-party
331,1274665885899214849t,"Strange symptoms? Blame COVID-19 stress  —  Itchy skin? More aches and pains? Unusual rash? Headaches? Pimples? The stress of the COVID-19 pandemic may be the reason.  |  Kate Harkness, Queen's University, Ontario   TheConversation    https://t.co/m1q49KKUcS",strange symptoms  blame covid 19 stress     itchy skin  more aches and pains  unusual rash  headaches  pimples  the stress of the covid 19 pandemic may be the reason      kate harkness  queen s university  ontario   theconversation    ,0,0,non-reporting
332,1312820572175335424t,"@nchlvv Ohh, I hope not! My best friend was just sick for about a week, started out sore throat! Thankfully COVID test are negative and he is feeling great!! I wish the very same for you❤️😘", nchlvv ohh  i hope not  my best friend was just sick for about a week  started out sore throat  thankfully covid test are negative and he is feeling great   i wish the very same for you red heart  face blowing a kiss ,3,3,secondary
333,1322923880277823494t,"@osamadorias Just be mindful of a fever, check your temperature regularly (I tend to do it two or three times a day), but I would also suggest you go get tested for COVID, just in case. Better be safe than sorry, and the process is very easy. It took me ten minutes in-and-out when I went. 🖤", osamadorias just be mindful of a fever  check your temperature regularly  i tend to do it two or three times a day   but i would also suggest you go get tested for covid  just in case  better be safe than sorry  and the process is very easy  it took me ten minutes in and out when i went   black heart ,0,0,non-reporting
